frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
11,  0,  0.336,  0.98,  1, 0.15, 0.00, 0.42, 0.00, 0.00, 1.14, 0.13, 0.00, 0.37, 0.00, 0.00, 0.19, 0.00, 0.00, 0.35, 0.18, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12,  0,  0.369,  0.98,  1, 0.25, 0.00, 0.39, 0.00, 0.00, 1.22, 0.11, 0.02, 0.34, 0.00, 0.00, 0.24, 0.00, 0.00, 0.38, 0.20, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
13,  0,  0.403,  0.98,  1, 0.25, 0.01, 0.31, 0.00, 0.00, 0.90, 0.13, 0.07, 0.36, 0.01, 0.00, 0.19, 0.00, 0.00, 0.40, 0.25, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
14,  0,  0.437,  0.98,  1, 0.16, 0.01, 0.23, 0.00, 0.00, 0.49, 0.10, 0.07, 0.39, 0.01, 0.00, 0.18, 0.00, 0.00, 0.34, 0.25, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15,  0,  0.470,  0.98,  1, 0.07, 0.01, 0.22, 0.00, 0.00, 0.34, 0.11, 0.05, 0.35, 0.01, 0.00, 0.16, 0.00, 0.00, 0.26, 0.21, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
16,  0,  0.504,  0.98,  1, 0.01, 0.00, 0.25, 0.00, 0.00, 0.28, 0.08, 0.00, 0.29, 0.00, 0.03, 0.24, 0.00, 0.00, 0.22, 0.20, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
17,  0,  0.537,  0.98,  1, 0.06, 0.07, 0.22, 0.00, 0.00, 0.38, 0.13, 0.04, 0.27, 0.00, 0.03, 0.20, 0.00, 0.00, 0.28, 0.18, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
18,  0,  0.571,  0.98,  1, 0.06, 0.07, 0.16, 0.00, 0.00, 0.51, 0.17, 0.14, 0.27, 0.00, 0.03, 0.18, 0.00, 0.00, 0.29, 0.18, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
19,  0,  0.605,  0.93,  1, 0.10, 0.07, 0.16, 0.00, 0.00, 0.43, 0.13, 0.14, 0.31, 0.00, 0.00, 0.16, 0.00, 0.00, 0.25, 0.23, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
20,  0,  0.638,  0.98,  1, 0.04, 0.00, 0.19, 0.03, 0.00, 0.60, 0.08, 0.11, 0.32, 0.00, 0.00, 0.30, 0.00, 0.00, 0.19, 0.26, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
21,  0,  0.672,  0.93,  1, 0.07, 0.00, 0.26, 0.03, 0.00, 0.65, 0.00, 0.04, 0.38, 0.00, 0.00, 0.41, 0.00, 0.00, 0.11, 0.25, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
22,  0,  0.705,  0.98,  1, 0.03, 0.00, 0.26, 0.03, 0.00, 0.92, 0.00, 0.04, 0.40, 0.00, 0.00, 0.46, 0.00, 0.00, 0.15, 0.21, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
23,  0,  0.739,  0.98,  1, 0.12, 0.00, 0.28, 0.00, 0.00, 0.88, 0.00, 0.03, 0.43, 0.00, 0.00, 0.44, 0.00, 0.00, 0.26, 0.20, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
24,  0,  0.773,  0.98,  1, 0.11, 0.05, 0.26, 0.00, 0.00, 0.71, 0.00, 0.00, 0.39, 0.00, 0.00, 0.39, 0.00, 0.00, 0.44, 0.15, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
25,  0,  0.806,  0.98,  1, 0.19, 0.06, 0.26, 0.00, 0.00, 0.46, 0.00, 0.00, 0.35, 0.00, 0.00, 0.32, 0.00, 0.00, 0.45, 0.08, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
26,  0,  0.840,  0.98,  1, 0.15, 0.06, 0.20, 0.00, 0.00, 0.27, 0.00, 0.00, 0.34, 0.00, 0.00, 0.21, 0.00, 0.00, 0.46, 0.06, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
27,  0,  0.873,  0.98,  1, 0.16, 0.07, 0.23, 0.00, 0.00, 0.36, 0.00, 0.00, 0.37, 0.00, 0.00, 0.13, 0.00, 0.00, 0.44, 0.10, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
28,  0,  0.907,  0.98,  1, 0.10, 0.08, 0.28, 0.02, 0.00, 0.54, 0.00, 0.00, 0.38, 0.00, 0.00, 0.24, 0.00, 0.00, 0.45, 0.14, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
29,  0,  0.941,  0.98,  1, 0.06, 0.08, 0.32, 0.04, 0.00, 0.66, 0.00, 0.00, 0.35, 0.00, 0.00, 0.34, 0.00, 0.00, 0.27, 0.09, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
30,  0,  0.974,  0.98,  1, 0.07, 0.10, 0.29, 0.05, 0.00, 0.54, 0.00, 0.00, 0.28, 0.00, 0.00, 0.48, 0.00, 0.00, 0.23, 0.15, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
31,  0,  1.008,  0.98,  1, 0.10, 0.21, 0.26, 0.10, 0.00, 0.44, 0.00, 0.00, 0.26, 0.00, 0.00, 0.39, 0.00, 0.00, 0.34, 0.31, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
32,  0,  1.041,  0.98,  1, 0.18, 0.31, 0.30, 0.08, 0.00, 0.32, 0.00, 0.00, 0.24, 0.00, 0.00, 0.36, 0.00, 0.00, 0.43, 0.41, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
33,  0,  1.075,  0.98,  1, 0.19, 0.25, 0.41, 0.06, 0.00, 0.47, 0.00, 0.00, 0.23, 0.00, 0.00, 0.35, 0.00, 0.00, 0.41, 0.34, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
34,  0,  1.108,  0.98,  1, 0.24, 0.28, 0.51, 0.01, 0.00, 0.59, 0.00, 0.00, 0.20, 0.00, 0.00, 0.49, 0.00, 0.00, 0.30, 0.23, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
35,  0,  1.142,  0.98,  1, 0.22, 0.29, 0.52, 0.01, 0.00, 0.58, 0.00, 0.00, 0.19, 0.00, 0.00, 0.51, 0.00, 0.00, 0.27, 0.21, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
36,  0,  1.176,  0.98,  1, 0.16, 0.31, 0.42, 0.07, 0.00, 0.35, 0.00, 0.00, 0.27, 0.00, 0.00, 0.56, 0.00, 0.00, 0.19, 0.18, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
37,  0,  1.209,  0.98,  1, 0.13, 0.23, 0.34, 0.07, 0.00, 0.18, 0.00, 0.00, 0.32, 0.00, 0.00, 0.41, 0.00, 0.00, 0.26, 0.21, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
38,  0,  1.243,  0.98,  1, 0.06, 0.13, 0.26, 0.07, 0.00, 0.10, 0.00, 0.00, 0.31, 0.00, 0.00, 0.38, 0.00, 0.00, 0.20, 0.13, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
39,  0,  1.276,  0.98,  1, 0.07, 0.08, 0.22, 0.00, 0.00, 0.16, 0.00, 0.00, 0.26, 0.00, 0.00, 0.38, 0.00, 0.00, 0.27, 0.12, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
40,  0,  1.310,  0.98,  1, 0.04, 0.01, 0.19, 0.00, 0.00, 0.25, 0.00, 0.00, 0.22, 0.00, 0.00, 0.52, 0.00, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
41,  0,  1.344,  0.98,  1, 0.09, 0.00, 0.28, 0.00, 0.00, 0.35, 0.00, 0.00, 0.22, 0.00, 0.00, 0.50, 0.00, 0.00, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
42,  0,  1.377,  0.98,  1, 0.07, 0.00, 0.34, 0.00, 0.00, 0.47, 0.00, 0.00, 0.23, 0.00, 0.00, 0.35, 0.00, 0.00, 0.31, 0.14, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
43,  0,  1.411,  0.98,  1, 0.07, 0.00, 0.33, 0.00, 0.00, 0.37, 0.00, 0.00, 0.25, 0.03, 0.00, 0.47, 0.01, 0.00, 0.21, 0.23, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
44,  0,  1.444,  0.98,  1, 0.09, 0.00, 0.46, 0.00, 0.00, 0.47, 0.02, 0.00, 0.27, 0.03, 0.00, 0.62, 0.01, 0.00, 0.34, 0.23, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
45,  0,  1.478,  0.98,  1, 0.11, 0.00, 0.63, 0.00, 0.00, 0.63, 0.02, 0.00, 0.28, 0.03, 0.00, 0.86, 0.01, 0.00, 0.26, 0.25, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
46,  0,  1.512,  0.98,  1, 0.11, 0.00, 0.87, 0.00, 0.00, 0.80, 0.02, 0.00, 0.30, 0.00, 0.00, 0.71, 0.00, 0.00, 0.40, 0.26, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
47,  0,  1.545,  0.98,  1, 0.05, 0.00, 0.81, 0.00, 0.00, 0.95, 0.00, 0.00, 0.30, 0.00, 0.00, 0.69, 0.00, 0.00, 0.39, 0.37, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
48,  0,  1.579,  0.98,  1, 0.02, 0.00, 0.71, 0.00, 0.00, 0.94, 0.00, 0.00, 0.30, 0.00, 0.01, 0.72, 0.00, 0.00, 0.38, 0.26, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
49,  0,  1.612,  0.98,  1, 0.00, 0.00, 0.60, 0.00, 0.00, 0.96, 0.00, 0.00, 0.31, 0.00, 0.01, 0.77, 0.00, 0.00, 0.41, 0.19, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
50,  0,  1.646,  0.98,  1, 0.00, 0.00, 0.56, 0.00, 0.00, 0.82, 0.00, 0.00, 0.31, 0.00, 0.01, 0.80, 0.00, 0.00, 0.46, 0.14, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
51,  0,  1.680,  0.98,  1, 0.00, 0.00, 0.56, 0.00, 0.00, 0.57, 0.00, 0.00, 0.30, 0.00, 0.00, 0.74, 0.00, 0.00, 0.46, 0.10, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
52,  0,  1.713,  0.98,  1, 0.00, 0.00, 0.52, 0.00, 0.00, 0.38, 0.00, 0.00, 0.27, 0.00, 0.01, 0.72, 0.00, 0.00, 0.42, 0.06, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
53,  0,  1.747,  0.98,  1, 0.00, 0.00, 0.54, 0.00, 0.00, 0.25, 0.00, 0.00, 0.29, 0.00, 0.02, 0.70, 0.00, 0.00, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
54,  0,  1.780,  0.98,  1, 0.00, 0.00, 0.60, 0.00, 0.00, 0.30, 0.00, 0.00, 0.30, 0.00, 0.06, 0.72, 0.02, 0.00, 0.46, 0.05, 0.17, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
55,  0,  1.814,  0.98,  1, 0.00, 0.00, 0.71, 0.00, 0.00, 0.38, 0.00, 0.00, 0.33, 0.00, 0.05, 0.74, 0.02, 0.00, 0.47, 0.05, 0.17, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
56,  0,  1.847,  0.98,  1, 0.02, 0.00, 0.76, 0.00, 0.00, 0.54, 0.00, 0.00, 0.33, 0.00, 0.07, 0.77, 0.02, 0.00, 0.50, 0.05, 0.17, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
57,  0,  1.881,  0.98,  1, 0.02, 0.00, 0.72, 0.00, 0.00, 0.55, 0.00, 0.00, 0.33, 0.00, 0.04, 0.82, 0.00, 0.00, 0.54, 0.07, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
58,  0,  1.915,  0.98,  1, 0.02, 0.00, 0.71, 0.00, 0.00, 0.58, 0.00, 0.00, 0.33, 0.00, 0.04, 0.84, 0.00, 0.00, 0.53, 0.20, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
59,  0,  1.948,  0.98,  1, 0.00, 0.00, 0.72, 0.00, 0.00, 0.55, 0.00, 0.00, 0.32, 0.00, 0.00, 0.85, 0.00, 0.00, 0.56, 0.31, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
60,  0,  1.982,  0.98,  1, 0.00, 0.00, 0.67, 0.00, 0.00, 0.57, 0.00, 0.00, 0.30, 0.00, 0.00, 0.68, 0.00, 0.00, 0.53, 0.27, 0.16, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
61,  0,  2.015,  0.98,  1, 0.00, 0.00, 0.57, 0.00, 0.00, 0.58, 0.02, 0.00, 0.27, 0.00, 0.00, 0.63, 0.01, 0.00, 0.57, 0.17, 0.25, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
62,  0,  2.049,  0.98,  1, 0.00, 0.00, 0.48, 0.00, 0.00, 0.46, 0.02, 0.00, 0.27, 0.00, 0.00, 0.65, 0.01, 0.00, 0.65, 0.07, 0.31, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
63,  0,  2.083,  0.98,  1, 0.01, 0.00, 0.52, 0.00, 0.00, 0.58, 0.02, 0.00, 0.30, 0.01, 0.00, 0.78, 0.01, 0.00, 0.68, 0.14, 0.29, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
64,  0,  2.116,  0.98,  1, 0.01, 0.00, 0.61, 0.00, 0.00, 0.65, 0.00, 0.00, 0.31, 0.01, 0.00, 0.77, 0.00, 0.00, 0.67, 0.16, 0.28, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
65,  0,  2.150,  0.98,  1, 0.01, 0.00, 0.70, 0.00, 0.00, 0.72, 0.00, 0.00, 0.30, 0.01, 0.00, 0.68, 0.00, 0.00, 0.59, 0.23, 0.22, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
66,  0,  2.183,  0.98,  1, 0.01, 0.00, 0.77, 0.00, 0.00, 0.66, 0.00, 0.00, 0.28, 0.00, 0.00, 0.57, 0.01, 0.00, 0.46, 0.18, 0.12, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
67,  0,  2.217,  0.98,  1, 0.01, 0.00, 0.79, 0.00, 0.00, 0.57, 0.00, 0.00, 0.29, 0.00, 0.00, 0.59, 0.01, 0.00, 0.41, 0.17, 0.09, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
68,  0,  2.251,  0.98,  1, 0.01, 0.00, 0.86, 0.00, 0.00, 0.53, 0.00, 0.00, 0.31, 0.00, 0.03, 0.50, 0.01, 0.00, 0.39, 0.08, 0.09, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
69,  0,  2.284,  0.98,  1, 0.00, 0.00, 0.80, 0.00, 0.00, 0.41, 0.00, 0.00, 0.32, 0.00, 0.03, 0.34, 0.00, 0.00, 0.46, 0.11, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
70,  0,  2.318,  0.98,  1, 0.00, 0.00, 0.73, 0.00, 0.00, 0.45, 0.00, 0.00, 0.34, 0.00, 0.03, 0.12, 0.00, 0.00, 0.49, 0.09, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
